id_produkcji,tytul,rezyser,kraj,czy_serial,dlugosc_filmu,rok_produkcji,czy_dla_dzieci
2702,Casco d'oro,Jacques Becker,Francja,f,96,1952,t
2703,Tamburi lontani,Raoul Walsh,Stany Zjednoczone,f,101,1951,t
2704,Questi dannati quattrini!,Irving Cummings,Stany Zjednoczone,f,80,1951,t
2705,A sud rullano i tamburi,William Cameron Menzies,Stany Zjednoczone,f,87,1951,t
2706,La città è salva,"Bretaigne Windust, Raoul Walsh",Stany Zjednoczone,f,87,1951,t
2707,La città che scotta,William Berke,Stany Zjednoczone,f,74,1951,f
2708,Storia d'un detective,William Castle,Stany Zjednoczone,f,78,1951,f
2709,Anni perduti,Arch Oboler,Stany Zjednoczone,f,93,1951,t
2710,I figli della gloria,Samuel Fuller,Stany Zjednoczone,f,92,1951,t
2711,Flying Disc Man from Mars,Fred C. Brannon,Stany Zjednoczone,f,136,1950,t
2712,I diavoli alati,Nicholas Ray,Stany Zjednoczone,f,102,1951,t
2713,Follow the Sun,Sidney Lanfield,Stany Zjednoczone,f,93,1951,t
2714,Stringimi forte tra le tue braccia,Michael Curtiz,Stany Zjednoczone,f,99,1951,f
2715,14ª ora,Henry Hathaway,Stany Zjednoczone,f,92,1951,t
2716,Le rane del mare,Lloyd Bacon,Stany Zjednoczone,f,96,1951,f
2717,Furia del Congo,William Berke,Stany Zjednoczone,f,69,1951,f
2718,Ghost Chasers,William Beaudine,Stany Zjednoczone,f,69,1951,t
2719,Allo sbaraglio,Robert Pirosh,Stany Zjednoczone,f,92,1951,t
2720,Un'avventura meravigliosa,Lloyd Bacon,Stany Zjednoczone,f,108,1951,t
2721,Government Agents vs Phantom Legion,Fred C. Brannon,Stany Zjednoczone,f,167,1951,t
2722,Il grande Caruso,Richard Thorpe,Stany Zjednoczone,f,109,1951,t
2723,Gunplay,Lesley Selander,Stany Zjednoczone,f,61,1951,t
2724,"Hard, Fast and Beautiful!",Ida Lupino,Stany Zjednoczone,f,78,1951,t
2725,Ho amato un fuorilegge,John Berry,Stany Zjednoczone,f,77,1951,t
2726,È arrivato lo sposo,Frank Capra,Stany Zjednoczone,f,113,1951,f
2727,Il suo tipo di donna,"John Farrow, Richard Fleischer",Stany Zjednoczone,f,120,1951,t
2728,I misteri di Hollywood,William Castle,Stany Zjednoczone,f,77,1951,t
2729,Home Town Story,Arthur Pierson,Stany Zjednoczone,f,61,1951,t
2730,Il talismano della Cina,Lewis R. Foster,Stany Zjednoczone,f,94,1952,t
2731,The Hoodlum,Max Nosseck,Stany Zjednoczone,f,61,1951,t
2732,La salamandra d'oro,Ronald Neame,Wielka Brytania,f,87,1950,f
2733,L'amore è bello,H. Bruce Humberstone,Wielka Brytania,f,97,1951,t
2734,SOS Scotland Yard,Roy Boulting,Wielka Brytania,f,93,1951,t
2735,Home to Danger,Terence Fisher,Wielka Brytania,f,66,1951,t
2736,Hotel Sahara,Ken Annakin,Wielka Brytania,f,96,1951,t
2737,Det gamle guld,"Jon Iversen, Alice O'Fredericks",Dania,f,99,1951,t
2738,I Was a Communist for the F.B.I.,Gordon Douglas,Stany Zjednoczone,f,83,1951,t
2739,Ero una spia americana,Lesley Selander,Stany Zjednoczone,f,85,1951,t
2740,La collina della felicità,Henry King,Stany Zjednoczone,f,88,1951,t
2741,I'll See You in My Dreams,Michael Curtiz,Stany Zjednoczone,f,110,1951,t
2742,Tutto per tutto,Gerald Mayer,Stany Zjednoczone,f,87,1951,t
2743,Tortura,Crane Wilbur,Stany Zjednoczone,f,87,1951,t
2744,L'uomo di ferro,Joseph Pevney,Stany Zjednoczone,f,82,1951,t
2745,Pelle di rame,Michael Curtiz,Stany Zjednoczone,f,107,1951,t
2746,Caccia all'uomo nella jungla,Lew Landers,Stany Zjednoczone,f,66,1951,t
2747,Tarzan sul sentiero di guerra,Byron Haskin,Stany Zjednoczone,f,78,1951,t
2748,Kind Lady,John Sturges,Stany Zjednoczone,f,78,1951,t
2749,L'avventuriera,Edwin H. Knopf,Stany Zjednoczone,f,104,1951,t
2750,Il ratto delle zitelle,"Sidney Lanfield, Frank Tashlin",Stany Zjednoczone,f,91,1951,f
2751,Mia moglie si sposa,Richard Sale,Stany Zjednoczone,f,77,1951,t
2752,L'odio colpisce due volte,King Vidor,Stany Zjednoczone,f,91,1951,t
2753,Stella solitaria,Vincent Sherman,Stany Zjednoczone,f,94,1952,t
2754,La Dinastia dell'odio,Phil Karlson,Stany Zjednoczone,f,88,1951,t
2755,Il continente scomparso,Sam Newfield,Stany Zjednoczone,f,83,1951,t
2756,Le memorie di un Don Giovanni,Joseph M. Newman,Stany Zjednoczone,f,84,1951,t
2757,La ninna nanna di Broadway,David Butler,Stany Zjednoczone,f,92,1951,t
2758,M,Joseph Losey,Stany Zjednoczone,f,88,1951,t
2759,Il falco di Bagdad,Lew Landers,Stany Zjednoczone,f,84,1951,t
2760,L'uomo dal pianeta X,Edgar G. Ulmer,Stany Zjednoczone,f,71,1951,t
2761,La casa del corvo,Fletcher Markle,Stany Zjednoczone,f,84,1951,f
2762,Il marchio del rinnegato,Hugo Fregonese,Stany Zjednoczone,f,81,1951,t
2763,The Lady with a Lamp,Herbert Wilcox,Wielka Brytania,f,110,1951,t
2764,Miracolo a Milano,Vittorio De Sica,Wlochy,f,97,1951,t
2765,Giochi proibiti,René Clément,Francja,f,86,1952,f
2766,Araki Mataemon: Kettô kagiya no tsuji,Kazuo Mori,Japonia,f,82,1952,t
2767,Mød mig paa Cassiopeia,Torben Anton Svendsen,Dania,f,101,1951,t
2768,Never Trust a Gambler,Ralph Murphy,Stany Zjednoczone,f,79,1951,t
2769,No Questions Asked,Harold F. Kress,Stany Zjednoczone,f,80,1951,t
2770,Vecchia America,Roy Del Ruth,Stany Zjednoczone,f,95,1951,t
2771,Squalo tonante,George Waggner,Stany Zjednoczone,f,111,1951,f
2772,Overland Telegraph,Lesley Selander,Stany Zjednoczone,f,60,1951,t
2773,Lassie - Un amico per la vita,Harold F. Kress,Stany Zjednoczone,f,68,1951,t
2774,Omertà,John Sturges,Stany Zjednoczone,f,102,1951,t
2775,La gente mormora,Joseph L. Mankiewicz,Stany Zjednoczone,f,110,1951,t
2776,Sciacalli nell'ombra,Joseph Losey,Stany Zjednoczone,f,92,1951,f
2777,Quo Vadis,"Mervyn LeRoy, Anthony Mann",Stany Zjednoczone,f,171,1951,t
2778,Racket Girls,Robert C. Dertano,Stany Zjednoczone,f,70,1951,f
2779,La gang,"John Cromwell, Mel Ferrer",Stany Zjednoczone,f,88,1951,t
2780,La donna del porto,George Sherman,Stany Zjednoczone,f,93,1951,f
2781,L'uomo dell'est,Henry Hathaway,Stany Zjednoczone,f,89,1951,t
2782,Il gatto milionario,Arthur Lubin,Stany Zjednoczone,f,94,1951,t
2783,"Ricca, giovane e bella",Norman Taurog,Stany Zjednoczone,f,95,1951,t
2784,Saddle Legion,Lesley Selander,Stany Zjednoczone,f,60,1951,t
2785,Attente ai marinai!,Hal Walker,Stany Zjednoczone,f,108,1952,t
2786,The Scarf,Ewald André Dupont,Stany Zjednoczone,f,93,1951,t
2787,Il vascello misterioso,Alfred L. Werker,Stany Zjednoczone,f,90,1951,t
2788,La seconda moglie,James V. Kern,Stany Zjednoczone,f,91,1950,t
2789,Show Boat,George Sidney,Stany Zjednoczone,f,108,1951,t
2790,Le rocce d'argento,Byron Haskin,Stany Zjednoczone,f,90,1951,t
2791,Damasco '25,Curtis Bernhardt,Stany Zjednoczone,f,98,1951,f
2792,I tre soldati,Tay Garnett,Stany Zjednoczone,f,92,1951,f
2793,Il figlio del Dott. Jekyll,Seymour Friedman,Stany Zjednoczone,f,78,1951,t
2794,Corea in fiamme,Samuel Fuller,Stany Zjednoczone,f,85,1951,f
2795,La setta dei tre K,Stuart Heisler,Stany Zjednoczone,f,93,1951,t
2796,L'altro uomo,Alfred Hitchcock,Stany Zjednoczone,f,101,1951,t
2797,La donna del gangster,László Kardos,Stany Zjednoczone,f,85,1951,t
2798,Odette,Herbert Wilcox,Wielka Brytania,f,124,1950,t
2799,Pandora,Albert Lewin,Wielka Brytania,f,122,1951,t
2800,Sugarfoot,Edwin L. Marin,Stany Zjednoczone,f,80,1951,f
2801,The Sun Sets at Dawn,Paul Sloane,Stany Zjednoczone,f,71,1950,f
2802,Superman and the Mole-Men,Lee Sholem,Stany Zjednoczone,f,58,1951,t
2803,Bersaglio eccellente,Anthony Mann,Stany Zjednoczone,f,78,1951,t
2804,Arrivano i carri armati,Lewis Seiler,Stany Zjednoczone,f,90,1951,t
2805,I 10 della legione,Willis Goldbeck,Stany Zjednoczone,f,97,1951,t
2806,La sirena del circo,Charles Walters,Stany Zjednoczone,f,77,1951,f
2807,Il sergente Carver,Phil Karlson,Stany Zjednoczone,f,74,1951,t
2808,Quel fenomeno di mio figlio,Hal Walker,Stany Zjednoczone,f,104,1951,t
2809,La campana del convento,Douglas Sirk,Stany Zjednoczone,f,84,1951,t
2810,Tomahawk - Scure di guerra,George Sherman,Stany Zjednoczone,f,82,1951,t
2811,Gli uomini perdonano,Felix E. Feist,Stany Zjednoczone,f,90,1951,f
2812,Prendeteli vivi o morti,Fred M. Wilcox,Stany Zjednoczone,f,69,1953,f
2813,Two Dollar Bettor,Edward L. Cahn,Stany Zjednoczone,f,72,1951,t
2814,Ai confini del delitto,Henry Levin,Stany Zjednoczone,f,75,1951,t
2815,Lo sconosciuto,Richard Thorpe,Stany Zjednoczone,f,86,1951,t
2816,Rodolfo Valentino,Lewis Allen,Stany Zjednoczone,f,102,1951,t
2817,Donne verso l'ignoto,William A. Wellman,Stany Zjednoczone,f,118,1951,t
2818,Quando i mondi si scontrano,Rudolph Maté,Stany Zjednoczone,f,83,1951,t
2819,The Whip Hand,William Cameron Menzies,Stany Zjednoczone,f,82,1951,t
2820,You Never Can Tell,Lou Breslow,Stany Zjednoczone,f,78,1951,t
2821,Aaron Slick from Punkin Crick,Claude Binyon,Stany Zjednoczone,f,95,1952,f
2822,Kidd il pirata,Charles Lamont,Stany Zjednoczone,f,70,1952,t
2823,About Face,Roy Del Ruth,Stany Zjednoczone,f,94,1952,t
2824,Il prezzo del dovere,"Melvin Frank, Norman Panama",Stany Zjednoczone,f,122,1952,t
2825,Trinidad,Vincent Sherman,Stany Zjednoczone,f,98,1952,t
2826,Contro tutte le bandiere,George Sherman,Stany Zjednoczone,f,84,1952,t
2827,Seduzione mortale,Otto Preminger,Stany Zjednoczone,f,91,1953,f
2828,L'assedio degli Apaches,Harold F. Kress,Stany Zjednoczone,f,67,1952,t
2829,I racconti di Hoffmann,"Michael Powell, Emeric Pressburger",Wielka Brytania,f,133,1951,t
2830,La fossa dei peccati,Irving Rapper,Wielka Brytania,f,90,1951,t
2831,Altri tempi - Zibaldone n. 1,Alessandro Blasetti,Wlochy,f,100,1952,t
2832,La città atomica,Jerry Hopper,Stany Zjednoczone,f,85,1952,t
2833,Lo sparviero di Fort Niagara,Felix E. Feist,Stany Zjednoczone,f,72,1952,t
2834,Perdonami se mi ami,Joseph Pevney,Stany Zjednoczone,f,95,1952,t
2835,Bela Lugosi e il gorilla di Brooklyn,William Beaudine,Stany Zjednoczone,f,74,1952,t
2836,La bella di New York,Charles Walters,Stany Zjednoczone,f,82,1952,t
2837,Là dove scende il fiume,Anthony Mann,Stany Zjednoczone,f,91,1952,t
2838,La jena di Oakland,Harry Horner,Stany Zjednoczone,f,77,1952,f
2839,Marijuana (La droga infernale),Edward Ludwig,Stany Zjednoczone,f,90,1952,t
2840,Il tesoro dei Sequoia,Felix E. Feist,Stany Zjednoczone,f,89,1952,t
2841,Il mistero del castello nero,Nathan Juran,Stany Zjednoczone,f,82,1952,t
2842,Blackhawk: Fearless Champion of Freedom,"Spencer Gordon Bennet, Fred F. Sears",Stany Zjednoczone,f,242,1952,t
2843,L'urlo della foresta,Edward Ludwig,Stany Zjednoczone,f,90,1952,f
2844,Bomba and the Jungle Girl,Ford Beebe,Stany Zjednoczone,f,70,1952,t
2845,Squilli al tramonto,Roy Rowland,Stany Zjednoczone,f,85,1952,t
2846,La conquista della California,Lew Landers,Stany Zjednoczone,f,78,1952,t
2847,Il corsaro,Ralph Murphy,Stany Zjednoczone,f,85,1952,t
2848,La città prigioniera,Robert Wise,Stany Zjednoczone,f,91,1952,t
2849,Carabina Williams,Richard Thorpe,Stany Zjednoczone,f,92,1952,f
2850,L'oro dei Caraibi,Edward Ludwig,Stany Zjednoczone,f,97,1952,t
2851,La confessione della signora Doyle,Fritz Lang,Stany Zjednoczone,f,105,1952,f
2852,Colorado Sundown,William Witney,Stany Zjednoczone,f,67,1952,t
2853,Confidence Girl,Andrew L. Stone,Stany Zjednoczone,f,81,1952,t
2854,L'ultima minaccia,Richard Brooks,Stany Zjednoczone,f,87,1952,t
2855,Desert Passage,Lesley Selander,Stany Zjednoczone,f,62,1952,f
2856,I lupi mannari,Andrew Marton,Stany Zjednoczone,f,96,1952,t
2857,Corriere diplomatico,Henry Hathaway,Stany Zjednoczone,f,97,1952,t
2858,La tua bocca brucia,Roy Ward Baker,Stany Zjednoczone,f,76,1952,t
2859,Venetian Bird,Ralph Thomas,Wielka Brytania,f,95,1952,t
2860,Brandy for the Parson,John Eldridge,Wielka Brytania,f,79,1952,t
2861,Ali del futuro,David Lean,Wielka Brytania,f,118,1952,t
2862,Il cappotto,Alberto Lattuada,Wlochy,f,102,1952,t
2863,La pastorella e lo spazzacamino,Paul Grimault,Francja,f,63,1952,t
2864,Duello al Rio d'argento,Don Siegel,Stany Zjednoczone,f,77,1952,f
2865,La valle dei desperados,Lewis D. Collins,Stany Zjednoczone,f,69,1952,t
2866,The Fighter,Herbert Kline,Stany Zjednoczone,f,78,1952,t
2867,Furia e passione,Joseph Pevney,Stany Zjednoczone,f,83,1952,t
2868,Letto matrimoniale,"Irving Reis, John Hubley",Stany Zjednoczone,f,103,1952,t
2869,Fuoco a Cartagena,Sidney Salkow,Stany Zjednoczone,f,83,1952,t
2870,Il più grande spettacolo del mondo,Cecil B. DeMille,Stany Zjednoczone,f,152,1952,t
2871,Il favoloso Andersen,Charles Vidor,Stany Zjednoczone,f,112,1952,t
2872,Mezzogiorno di fuoco,Fred Zinnemann,Stany Zjednoczone,f,85,1952,f
2873,Hold That Line,William Beaudine,Stany Zjednoczone,f,67,1952,t
2874,L'impero dei gangster,Joseph Kane,Stany Zjednoczone,f,98,1952,t
2875,Dan il terribile,Budd Boetticher,Stany Zjednoczone,f,81,1952,t
2876,I pirati della Croce del Sud,Jerry Hopper,Stany Zjednoczone,f,90,1952,t
2877,Canzone del Mississipi,Allan Dwan,Stany Zjednoczone,f,90,1952,t
2878,Invasione USA,Alfred E. Green,Stany Zjednoczone,f,73,1952,t
2879,L'amante di ferro,Gordon Douglas,Stany Zjednoczone,f,110,1952,t
2880,Il giardino incantato,Jean Yarbrough,Stany Zjednoczone,f,70,1952,t
2881,Il cantante di jazz,Michael Curtiz,Stany Zjednoczone,f,107,1952,t
2882,Il sogno dei miei vent'anni,Elliott Nugent,Stany Zjednoczone,f,104,1952,t
2883,Kangarù,Lewis Milestone,Stany Zjednoczone,f,84,1952,t
2884,Il quarto uomo,Phil Karlson,Stany Zjednoczone,f,99,1952,f
2885,Azione di controspionaggio,"Seymour Friedman, Peter Graham Scott",Wielka Brytania,f,78,1952,t
2886,Morte di un gangster,"Patrick Jenkins, Sam Newfield",Wielka Brytania,f,72,1952,t
2887,The Gentle Gunman,Basil Dearden,Wielka Brytania,f,86,1952,f
2888,Il cacciatorpediniere maledetto,Compton Bennett,Wielka Brytania,f,100,1952,t
2889,Home at Seven,Ralph Richardson,Wielka Brytania,f,85,1952,t
2890,Il terrore di Londra,Harold French,Wielka Brytania,f,80,1952,t
2891,Innocents in Paris,Gordon Parry,Wielka Brytania,f,102,1953,t
2892,L'isola del peccato,Stuart Heisler,Wielka Brytania,f,102,1952,t
2893,The Kid from Broken Gun,Fred F. Sears,Stany Zjednoczone,f,55,1952,t
2894,Kid Monk Baroni,Harold D. Schuster,Stany Zjednoczone,f,79,1952,t
2895,La città del piacere,Robert Stevenson,Stany Zjednoczone,f,88,1952,f
2896,Nuvola nera,André De Toth,Stany Zjednoczone,f,85,1953,f
2897,Luci della ribalta,Charles Chaplin,Stany Zjednoczone,f,137,1952,t
2898,Banditi senza mitra,Seymour Friedman,Stany Zjednoczone,f,80,1952,t
2899,Modelle di lusso,Mervyn LeRoy,Stany Zjednoczone,f,103,1952,t
2900,Prigionieri della palude,Jean Negulesco,Stany Zjednoczone,f,93,1952,t
2901,Il temerario,"Nicholas Ray, Robert Parrish",Stany Zjednoczone,f,113,1952,f
2902,La rivolta di Haiti,Jean Negulesco,Stany Zjednoczone,f,89,1952,t
2903,Ma and Pa Kettle at the Fair,Charles Barton,Stany Zjednoczone,f,78,1952,t
2904,L'avventuriero di Macao,"Josef von Sternberg, Mel Ferrer",Stany Zjednoczone,f,81,1952,t
2905,La croce di diamanti,Gordon Douglas,Stany Zjednoczone,f,98,1952,t
2906,La ninfa degli antipodi,Mervyn LeRoy,Stany Zjednoczone,f,115,1952,t
2907,I miserabili,Lewis Milestone,Stany Zjednoczone,f,105,1952,t
2908,La regina dei desperados,Allan Dwan,Stany Zjednoczone,f,82,1952,t
2909,Mia cugina Rachele,Henry Koster,Stany Zjednoczone,f,98,1952,t
2910,Senza madre,Robert Parrish,Stany Zjednoczone,f,83,1952,t
2911,L'eterna Eva,Richard Sale,Stany Zjednoczone,f,87,1952,t
2912,Le jene di Chicago,Richard Fleischer,Stany Zjednoczone,f,71,1952,f
2913,La divisa piace alle signore,Norman Z. McLeod,Stany Zjednoczone,f,87,1953,t
2914,Notte di perdizione,Roy Ward Baker,Stany Zjednoczone,f,77,1952,t
2915,Okinawa,Leigh Jason,Stany Zjednoczone,f,67,1952,t
2916,Vendicherò il mio passato,Robert Hamer,Wielka Brytania,f,96,1953,t
2917,Lo scandalo del vestito bianco,Alexander Mackendrick,Wielka Brytania,f,85,1951,f
2918,Moulin Rouge,John Huston,Wielka Brytania,f,119,1952,f
2919,Direzione Nord,Anthony Kimmins,Wielka Brytania,f,93,1951,t
2920,Lui e lei,George Cukor,Stany Zjednoczone,f,95,1952,t
2921,La spia delle giubbe rosse,Sidney Salkow,Stany Zjednoczone,f,78,1952,t
2922,Gli avventurieri di Plymouth,Clarence Brown,Stany Zjednoczone,f,105,1952,t
2923,The Pride of St. Louis,Harmon Jones,Stany Zjednoczone,f,93,1952,f
2924,Un uomo tranquillo,John Ford,Stany Zjednoczone,f,129,1952,t
2925,L'autocolonna rossa,Budd Boetticher,Stany Zjednoczone,f,83,1952,t
2926,Duello nella foresta,Joseph M. Newman,Stany Zjednoczone,f,99,1952,t
2927,La ribelle del West,Lee Sholem,Stany Zjednoczone,f,81,1953,f
2928,Il figlio di Texas,Delmer Daves,Stany Zjednoczone,f,88,1952,t
2929,La principessa di Bali,Hal Walker,Stany Zjednoczone,f,91,1952,f
2930,La marcia del disonore,Allan Davis,Stany Zjednoczone,f,84,1953,f
2931,Il giuramento dei sioux,George Marshall,Stany Zjednoczone,f,95,1952,t
2932,Ultime della notte,Phil Karlson,Stany Zjednoczone,f,82,1952,f
2933,Scaramouche,George Sidney,Stany Zjednoczone,f,115,1952,f
2934,L'angelo scarlatto,Sidney Salkow,Stany Zjednoczone,f,81,1952,t
2935,Difendete la città,Gerald Mayer,Stany Zjednoczone,f,83,1952,t
2936,Cantando sotto la pioggia,"Stanley Donen, Gene Kelly",Stany Zjednoczone,f,103,1952,t
2937,Nessuno mi salverà,Edward Dmytryk,Stany Zjednoczone,f,88,1952,f
2938,Le nevi del Chilimangiaro,"Henry King, Roy Ward Baker",Stany Zjednoczone,f,114,1952,t
2939,Qualcuno mi ama,Irving Brecher,Stany Zjednoczone,f,97,1952,t
2940,Il figlio di Alì Babà,Kurt Neumann,Stany Zjednoczone,f,75,1952,t
2941,Squilli di primavera,Henry Koster,Stany Zjednoczone,f,90,1952,t
2942,La morsa d'acciaio,Andrew L. Stone,Stany Zjednoczone,f,85,1952,t
2943,Il cantante matto,Norman Taurog,Stany Zjednoczone,f,100,1951,t
2944,The Story of Will Rogers,Michael Curtiz,Stany Zjednoczone,f,109,1952,t
2945,Strano fascino,Hugo Haas,Stany Zjednoczone,f,80,1952,t
2946,L'uomo dai cento volti,Guy Hamilton,Wielka Brytania,f,78,1952,t
2947,Vittime dell'odio e dell'amore,Compton Bennett,Wielka Brytania,f,88,1952,t
2948,Robin Hood e i compagni della foresta,Ken Annakin,Wielka Brytania,f,84,1952,t
2949,Processo alla città,Luigi Zampa,Wlochy,f,103,1952,t
2950,Le ragazze di Piazza di Spagna,Luciano Emmer,Wlochy,f,95,1952,t
2951,Il piacere,Max Ophüls,Francja,f,97,1952,t
2952,Sengoku burai,Hiroshi Inagaki,Japonia,f,135,1952,f
2953,"Rekrut 67, Petersen",Poul Bang,Dania,f,78,1952,f
2954,Det store løb,Alice O'Fredericks,Dania,f,101,1952,t
2955,Talk About a Stranger,David Bradley,Stany Zjednoczone,f,65,1952,f
2956,Eroi di mille leggende,Will Jason,Stany Zjednoczone,f,78,1952,f
2957,La spia,Russell Rouse,Stany Zjednoczone,f,86,1952,t
2958,Furore sulla città,William Dieterle,Stany Zjednoczone,f,85,1952,f
2959,Viva Zapata!,Elia Kazan,Stany Zjednoczone,f,113,1952,f
2960,Il delitto del secolo,Alfred L. Werker,Stany Zjednoczone,f,98,1952,t
2961,Il grande gaucho,Jacques Tourneur,Stany Zjednoczone,f,87,1952,t
2962,Uomini alla ventura,John Ford,Stany Zjednoczone,f,111,1952,t
2963,When in Rome,Clarence Brown,Stany Zjednoczone,f,78,1952,t
2964,Inferno bianco,Andrew Marton,Stany Zjednoczone,f,97,1952,f
2965,The Winning Team,Lewis Seiler,Stany Zjednoczone,f,98,1952,t
2966,La dominatrice del destino,Walter Lang,Stany Zjednoczone,f,117,1952,t
2967,Sangue sotto la luna,Arnold Laven,Stany Zjednoczone,f,77,1952,t
2968,Il mondo nelle mie braccia,Raoul Walsh,Stany Zjednoczone,f,104,1952,t
2969,Il pirata yankee,Frederick De Cordova,Stany Zjednoczone,f,86,1952,t
2970,Zombies of the Stratosphere,Fred C. Brannon,Stany Zjednoczone,f,167,1952,t
2971,Il 49° uomo,Fred F. Sears,Stany Zjednoczone,f,73,1953,t
2972,Le 5.000 dita del dr.T,Roy Rowland,Stany Zjednoczone,f,89,1953,t
2973,Non cercate l'assassino,Phil Karlson,Stany Zjednoczone,f,83,1953,t
2974,Viaggio al pianeta Venere,Charles Lamont,Stany Zjednoczone,f,77,1953,t
2975,Gianni e Pinotto contro il dottor Jekyll,Charles Lamont,Stany Zjednoczone,f,76,1953,t
2976,L'attrice,George Cukor,Stany Zjednoczone,f,90,1953,t
2977,L'amore che ci incatena,Roy Rowland,Stany Zjednoczone,f,87,1953,t
2978,The All American,Jesse Hibbs,Stany Zjednoczone,f,83,1953,t
2979,I fratelli senza paura,Richard Thorpe,Stany Zjednoczone,f,95,1953,t
2980,Terra bruciata,Fred F. Sears,Stany Zjednoczone,f,73,1953,t
2981,Paura e desiderio,Stanley Kubrick,Stany Zjednoczone,f,62,1953,t
2982,Arena,Richard Fleischer,Stany Zjednoczone,f,83,1953,t
2983,La freccia insanguinata,Charles Marquis Warren,Stany Zjednoczone,f,105,1953,t
2984,"Albert, R.N.",Lewis Gilbert,Wielka Brytania,f,88,1953,f
2985,L'ora del grande attacco,Philip Leacock,Wielka Brytania,f,96,1953,t
2986,Il comandante del Flying Moon,Joseph Pevney,Stany Zjednoczone,f,78,1953,f
2987,Spettacolo di varietà,Vincente Minnelli,Stany Zjednoczone,f,112,1953,f
2988,Essi vivranno!,Richard Brooks,Stany Zjednoczone,f,90,1953,t
2989,Il grande caldo,Fritz Lang,Stany Zjednoczone,f,89,1953,t
2990,Il grande alleato,Robert Aldrich,Stany Zjednoczone,f,71,1953,t
2991,Ballata selvaggia,Hugo Fregonese,Stany Zjednoczone,f,90,1953,t
2992,Gardenia blu,Fritz Lang,Stany Zjednoczone,f,85,1953,t
2993,Assassinio premeditato,Andrew L. Stone,Stany Zjednoczone,f,77,1953,t
2994,I deportati di Botany Bay,John Farrow,Stany Zjednoczone,f,93,1952,t
2995,By the Light of the Silvery Moon,David Butler,Stany Zjednoczone,f,101,1953,t
2996,Occhio alla palla,Norman Taurog,Stany Zjednoczone,f,95,1953,f
2997,"Non sparare, baciami!",David Butler,Stany Zjednoczone,f,101,1953,f
2998,Chiamatemi madame,Walter Lang,Stany Zjednoczone,f,114,1953,t
2999,Canadian Mounties vs. Atomic Invaders,Franklin Adreon,Stany Zjednoczone,f,167,1953,t
3000,I conquistatori della Virginia,Lew Landers,Stany Zjednoczone,f,75,1953,f
3001,Captain Scarface,Paul Guilfoyle,Stany Zjednoczone,f,72,1953,t
3002,Destino a tre volti,Roy Kellino,Stany Zjednoczone,f,83,1954,t
3003,La città sommersa,Budd Boetticher,Stany Zjednoczone,f,87,1953,t
3004,La città che non dorme,John H. Auer,Stany Zjednoczone,f,90,1953,t
3005,Il tenente dinamite,Frederick De Cordova,Stany Zjednoczone,f,84,1953,t
3006,La vendetta di Kociss,William Castle,Stany Zjednoczone,f,70,1953,f
3007,Le ore sono contate,Don Siegel,Stany Zjednoczone,f,76,1953,t
3008,L'urlo dell'inseguito,Joseph H. Lewis,Stany Zjednoczone,f,80,1953,t
3009,Dance Hall Racket,Phil Tucker,Stany Zjednoczone,f,63,1953,t
3010,Traversata pericolosa,Joseph M. Newman,Stany Zjednoczone,f,75,1953,f
3011,Nebbia sulla Manica,"Charles Walters, Joseph Barbera",Stany Zjednoczone,f,95,1953,f
3012,La legione del Sahara,Joseph Pevney,Stany Zjednoczone,f,86,1953,t
3013,I topi del deserto,Robert Wise,Stany Zjednoczone,f,88,1953,t
3014,Destinazione Mongolia,Robert Wise,Stany Zjednoczone,f,90,1953,t
3015,Il masnadiero,Peter Brook,Wielka Brytania,f,94,1953,t
3016,I disperati,Compton Bennett,Wielka Brytania,f,88,1953,t
3017,Il ribelle di Giava,Joseph Kane,Stany Zjednoczone,f,92,1953,t
3018,The Farmer Takes a Wife,Henry Levin,Stany Zjednoczone,f,81,1953,t
3019,Contrabbando a Tangeri,Charles Marquis Warren,Stany Zjednoczone,f,90,1953,f
3020,Contrabbandieri a Macao,Rudolph Maté,Stany Zjednoczone,f,85,1953,f
3021,Forte Algeri,Lesley Selander,Stany Zjednoczone,f,78,1953,t
3022,Forte T,William Castle,Stany Zjednoczone,f,73,1953,t
3023,Francis contro la camorra,Arthur Lubin,Stany Zjednoczone,f,86,1953,t
3024,Da qui all'eternità,Fred Zinnemann,Stany Zjednoczone,f,118,1953,t
3025,Gli uomini preferiscono le bionde,Howard Hawks,Stany Zjednoczone,f,91,1953,f
3026,Tre ragazze di Broadway,Stanley Donen,Stany Zjednoczone,f,82,1953,t
3027,Delitto alla televisione,Jack Arnold,Stany Zjednoczone,f,81,1953,f
3028,Brigata di fuoco,Robert D. Webb,Stany Zjednoczone,f,82,1953,t
3029,Il suo onore gridava vendetta,Raoul Walsh,Stany Zjednoczone,f,83,1953,t
3030,Il trono nero,"Byron Haskin, Burt Lancaster",Stany Zjednoczone,f,91,1954,t
3031,Hondo,John Farrow,Stany Zjednoczone,f,83,1953,f
3032,Come sposare un milionario,Jean Negulesco,Stany Zjednoczone,f,95,1953,f
3033,I Love Melvin,Don Weis,Stany Zjednoczone,f,77,1953,t
3034,La mia legge,Harry Essex,Stany Zjednoczone,f,87,1953,f
3035,Inferno,Roy Ward Baker,Stany Zjednoczone,f,83,1953,t
3036,Giamaica,Lewis R. Foster,Stany Zjednoczone,f,92,1953,f
3037,La marea della morte,John Sturges,Stany Zjednoczone,f,69,1953,t
