id_produkcji,tytul,rezyser,kraj,czy_serial,dlugosc_filmu,rok_produkcji,czy_dla_dzieci
1,Tirate sul pianista,François Truffaut,Francja,f,01:21:00,1960,t
2,Vi amo,Claude Berri,Francja,f,01:45:00,1980,t
3,Tornado,Antonio Margheriti,Wlochy,f,01:30:00,1983,t
4,Concorso infernale,Paul Lynch,Kanada,f,01:33:00,1995,t
5,Slutspel,Stephan Apelgren,Szwecja,f,01:21:00,1997,t
6,Olsenbandens siste bedrifter,Knut Andersen,Norwegia,f,01:31:00,1975,t
7,226,Hideo Gosha,Japonia,f,01:54:00,1989,t
8,Leroy,Armin Völckers,Niemcy,f,01:29:00,2007,f
9,Naoko,Tomoyuki Furumaya,Japonia,f,02:00:00,2008,f
10,Dead Genesis,Reese Eveneshen,Kanada,f,01:38:00,2010,t
11,Blinder,Richard Gray,Australia,f,01:42:00,2013,t
12,Max,Boaz Yakin,Stany Zjednoczone,f,01:51:00,2015,t
13,One and Two,Andrew Droz Palermo,Stany Zjednoczone,f,01:30:00,2015,f
14,The Lesson,Ruth Platt,Wielka Brytania,f,01:37:00,2015,f
15,Maze Runner - La rivelazione,Wes Ball,Stany Zjednoczone,f,02:23:00,2018,t
16,Sweethearts,Karoline Herfurth,Niemcy,f,01:47:00,2019,f
17,Serpente a sonagli,Zak Hilditch,Stany Zjednoczone,f,01:25:00,2019,f
18,Nomis,David Raymond,Kanada,f,01:38:00,2018,t
19,Stranger Things,,Niemcy,t,,2016,f
20,Money Heist,,Niemcy,t,,2017,f
21,Sherlock,,Wlochy,t,,2010,f
22,Better Call Saul,,Szwecja,t,,2015,f
23,L'ultima donna sulla Terra,Roger Corman,Stany Zjednoczone,f,01:11:00,1960,t
24,The Office,,Wielka Brytania,t,,2005,f
25,Black Mirror,,Wlochy,t,,2011,f
26,Supernatural,,Wlochy,t,,2005,f
27,Peaky Blinders,,Szwecja,t,,2013,f
28,Colony,,Francja,t,,2016,f
29,Between,,Wielka Brytania,t,,2015,f
30,Unauthorized Living,,Niemcy,t,,2018,f
31,Le jene di Edimburgo,John Gilling,Wielka Brytania,f,01:34:00,1960,t
32,Un colpo da otto,Basil Dearden,Wielka Brytania,f,01:56:00,1960,t
33,Londra a mezzanotte,Terence Young,Wielka Brytania,f,01:30:00,1960,f
34,La battaglia di Alamo,John Wayne,Stany Zjednoczone,f,02:42:00,1960,t
35,I giovani cannibali,"Michael Anderson, Vincente Minnelli",Stany Zjednoczone,f,01:52:00,1960,f
36,La pelle degli eroi,Hall Bartlett,Stany Zjednoczone,f,01:27:00,1960,f
37,L'appartamento,Billy Wilder,Stany Zjednoczone,f,02:05:00,1960,t
38,Susanna agenzia squillo,Vincente Minnelli,Stany Zjednoczone,f,02:06:00,1960,t
39,The Boy and the Pirates,Bert I. Gordon,Stany Zjednoczone,f,01:22:00,1960,t
40,Cimarron,"Anthony Mann, Charles Walters",Stany Zjednoczone,f,02:27:00,1960,t
41,Il cenerentolo,Frank Tashlin,Stany Zjednoczone,f,01:31:00,1960,t
42,Il cielo è affollato,Joseph Pevney,Stany Zjednoczone,f,01:45:00,1960,f
43,Desiderio nella polvere,William F. Claxton,Stany Zjednoczone,f,01:42:00,1960,t
44,Esecuzione in massa,George Sherman,Stany Zjednoczone,f,01:14:00,1960,t
45,Un adulterio difficile,Melvin Frank,Stany Zjednoczone,f,01:43:00,1960,t
46,L'erba del vicino è sempre più verde,Stanley Donen,Wielka Brytania,f,01:44:00,1960,t
47,The Hand,Henry Cass,Wielka Brytania,f,01:01:00,1960,f
48,Una nube di terrore,Ishirô Honda,Japonia,f,01:32:00,1960,f
49,Forelsket i København,Finn Henriksen,Dania,f,01:38:00,1960,t
50,Il diavolo in calzoncini rosa,George Cukor,Stany Zjednoczone,f,01:40:00,1960,t
51,Lo zar dell'Alaska,Vincent Sherman,Stany Zjednoczone,f,02:23:00,1960,t
52,...E l'uomo creò Satana!,Stanley Kramer,Stany Zjednoczone,f,02:08:00,1960,t
53,Il cerchio della violenza,Phil Karlson,Stany Zjednoczone,f,01:22:00,1960,t
54,The Leech Woman,Edward Dein,Stany Zjednoczone,f,01:17:00,1960,t
55,Spionaggio al vertice,André De Toth,Stany Zjednoczone,f,01:32:00,1960,t
56,Merletto di mezzanotte,David Miller,Stany Zjednoczone,f,01:43:00,1960,t
57,Le rotaie della morte,John Gilling,Wielka Brytania,f,01:41:00,1960,t
58,La lunga notte del '43,Florestano Vancini,Wlochy,f,01:45:00,1960,f
59,"Pugni, pupe e pepite",Henry Hathaway,Stany Zjednoczone,f,02:02:00,1960,t
60,Pagare o morire,Richard Wilson,Stany Zjednoczone,f,01:51:00,1960,f
61,Non mangiate le margherite,Charles Walters,Stany Zjednoczone,f,01:52:00,1960,t
62,Il segreto di Pollyanna,David Swift,Stany Zjednoczone,f,02:14:00,1960,t
63,Ritratto in nero,Michael Gordon,Stany Zjednoczone,f,01:52:00,1960,t
64,Sparate a vista,Herbert J. Leder,Stany Zjednoczone,f,01:36:00,1960,t
65,Psyco,Alfred Hitchcock,Stany Zjednoczone,f,01:49:00,1960,t
66,Ragazzi di provincia,Robert Mulligan,Stany Zjednoczone,f,01:45:00,1960,t
67,Corruzione a Jamestown,Cyril Frankel,Wielka Brytania,f,01:31:00,1960,t
68,Suspect,"John Boulting, Roy Boulting",Wielka Brytania,f,01:21:00,1960,t
69,Ingenui perversi,Andrzej Wajda,Polska,f,01:27:00,1960,t
70,Nikt nie wola,Kazimierz Kutz,Polska,f,01:26:00,1960,t
71,Le 13 fatiche di Ercolino,"Daisaku Shirakawa, Taiji Yabushita",Japonia,f,01:28:00,1960,t
72,Estasi,"Charles Vidor, George Cukor",Stany Zjednoczone,f,02:21:00,1960,t
73,Dieci uomini coraggiosi,William Beaudine,Stany Zjednoczone,f,01:32:00,1960,t
74,L'uomo che visse nel futuro,George Pal,Stany Zjednoczone,f,01:43:00,1960,f
75,Gli arcieri di Sherwood,Terence Fisher,Wielka Brytania,f,01:20:00,1960,t
76,Il garofano verde,Ken Hughes,Wielka Brytania,f,02:03:00,1960,t
77,La nave più scassata... dell'esercito,Richard Murphy,Stany Zjednoczone,f,01:39:00,1960,t
78,I draghi del West,James Clavell,Stany Zjednoczone,f,01:35:00,1960,t
79,La spiaggia del desiderio,Henry Levin,Stany Zjednoczone,f,01:39:00,1960,t
80,Fango sulle stelle,Elia Kazan,Stany Zjednoczone,f,01:50:00,1960,t
81,Il pistolero Jessie James,William F. Claxton,Stany Zjednoczone,f,01:13:00,1960,t
82,Anatomy of a Psycho,Boris Petroff,Stany Zjednoczone,f,01:15:00,1961,f
83,Il grosso rischio,"Richard Fleischer, Elmo Williams",Stany Zjednoczone,f,01:40:00,1961,t
84,In the Dark,,Francja,t,,2019,f
85,The Choppers,Leigh Jason,Stany Zjednoczone,f,01:06:00,1961,t
86,Dondi,Albert Zugsmith,Stany Zjednoczone,f,01:39:00,1961,t
87,Cinque pistole,Edward L. Cahn,Stany Zjednoczone,f,01:11:00,1960,f
88,Flaming Creatures,Jack Smith,Stany Zjednoczone,f,00:45:00,1963,t
89,Flight That Disappeared,Reginald Le Borg,Stany Zjednoczone,f,01:11:00,1961,t
90,Francesco d'Assisi,Michael Curtiz,Stany Zjednoczone,f,01:45:00,1961,f
91,Cash on Demand,Quentin Lawrence,Wielka Brytania,f,01:29:00,1961,t
92,Battaglie di spie,Jack Lee,Wielka Brytania,f,01:40:00,1960,f
93,...e la Terra prese fuoco,Val Guest,Wielka Brytania,f,01:39:00,1961,t
94,La bara del Dottor Sangue,Sidney J. Furie,Wielka Brytania,f,01:32:00,1961,t
95,I due marescialli,Sergio Corbucci,Wlochy,f,01:33:00,1961,t
96,Il re dei re,Nicholas Ray,Stany Zjednoczone,f,02:48:00,1961,t
97,It Happened Here,"Kevin Brownlow, Andrew Mollo",Wielka Brytania,f,01:33:00,1965,t
98,Quell'estate meravigliosa,Lewis Gilbert,Wielka Brytania,f,01:39:00,1961,t
99,"Amore, ritorna!",Delbert Mann,Stany Zjednoczone,f,01:47:00,1961,t
100,Il molto onorevole ministro,Mervyn LeRoy,Stany Zjednoczone,f,02:36:00,1961,t
101,Trappola per uomini,Edmond O'Brien,Stany Zjednoczone,f,01:33:00,1961,t
102,Night Tide,Curtis Harrington,Stany Zjednoczone,f,01:26:00,1961,t
103,Un generale e mezzo,Melville Shavelson,Stany Zjednoczone,f,01:32:00,1961,t
104,La carica dei 101,"Clyde Geronimi, Hamilton Luske",Stany Zjednoczone,f,01:19:00,1961,t
105,Il cowboy con il velo da sposa,David Swift,Stany Zjednoczone,f,02:09:00,1961,t
106,Il pianeta fantasma,William Marshall,Stany Zjednoczone,f,01:22:00,1961,t
107,Il mistero del signor Cooper,Don Chaffey,Wielka Brytania,f,01:30:00,1961,t
108,Assassinio sul treno,George Pollock,Wielka Brytania,f,01:27:00,1961,t
109,L'isola misteriosa,Cy Endfield,Wielka Brytania,f,01:41:00,1961,t
110,Maciste contro il vampiro,"Sergio Corbucci, Giacomo Gentilomo",Wlochy,f,01:32:00,1961,t
111,Maciste nella terra dei ciclopi,Antonio Leonviola,Wlochy,f,01:40:00,1961,t
112,Madalena,Dinos Dimopoulos,Grecja,f,01:31:00,1960,t
113,Mosura,Ishirô Honda,Japonia,f,01:41:00,1961,f
114,Ningen no jôken,Masaki Kobayashi,Japonia,f,03:10:00,1961,f
115,Ôsaka-jô monogatari,Hiroshi Inagaki,Japonia,f,01:35:00,1961,t
116,Lo sceriffo in gonnella,Vincent Sherman,Stany Zjednoczone,f,01:39:00,1961,f
117,Le vie segrete,"Phil Karlson, Richard Widmark",Stany Zjednoczone,f,01:52:00,1961,t
118,Biancaneve e i tre compari,"Walter Lang, Frank Tashlin",Stany Zjednoczone,f,01:47:00,1961,f
119,Amore pizzicato,Gerald Thomas,Wielka Brytania,f,01:31:00,1961,t
120,Il complice segreto,Basil Dearden,Wielka Brytania,f,01:31:00,1961,f
121,L'ombra del gatto,John Gilling,Wielka Brytania,f,01:19:00,1961,t
122,Samson,Andrzej Wajda,Polska,f,01:57:00,1961,t
123,Piena luce sull'assassino,Georges Franju,Francja,f,01:35:00,1961,t
124,"8 dicembre 1941, Tokio ordina: distruggete Pearl Harbor","Shûe Matsubayashi, Hugo Grimaldi",Japonia,f,01:58:00,1960,f
125,Twenty Plus Two,Joseph M. Newman,Stany Zjednoczone,f,01:42:00,1961,t
126,La vendetta del gangster,Samuel Fuller,Stany Zjednoczone,f,01:39:00,1961,t
127,Valley of the Dragons,Edward Bernds,Stany Zjednoczone,f,01:22:00,1961,t
128,Viaggio in fondo al mare,Irwin Allen,Stany Zjednoczone,f,01:45:00,1961,t
129,Angeli o quasi,Steve Previn,Stany Zjednoczone,f,01:33:00,1962,f
130,Ursus nella valle dei leoni,Carlo Ludovico Bragaglia,Wlochy,f,01:34:00,1961,t
131,Una vita difficile,Dino Risi,Wlochy,f,01:58:00,1961,t
132,"Vulcano, figlio di Giove",Emimmo Salvi,Wlochy,f,01:20:00,1962,t
133,La sfida del samurai,Akira Kurosawa,Japonia,f,01:50:00,1961,t
134,Beauty and the Beast,Edward L. Cahn,Stany Zjednoczone,f,01:17:00,1962,t
135,L'uomo di Alcatraz,"John Frankenheimer, Charles Crichton",Stany Zjednoczone,f,02:27:00,1962,t
136,Operazione terrore,Blake Edwards,Stany Zjednoczone,f,02:03:00,1962,t
137,Billy Budd,Peter Ustinov,Wielka Brytania,f,02:03:00,1962,t
138,La commare secca,Bernardo Bertolucci,Wlochy,f,01:28:00,1962,f
139,Il commissario,Luigi Comencini,Wlochy,f,01:49:00,1962,t
140,Le strane licenze del caporale Dupont,Jean Renoir,Francja,f,01:30:00,1962,t
141,5 settimane in pallone,Irwin Allen,Stany Zjednoczone,f,01:41:00,1962,t
142,Lo sceriffo scalzo,Gordon Douglas,Stany Zjednoczone,f,01:49:00,1962,t
143,Geronimo!,Arnold Laven,Stany Zjednoczone,f,01:41:00,1962,t
144,Hatari!,Howard Hawks,Stany Zjednoczone,f,02:37:00,1962,t
145,Le avventure di un giovane,Martin Ritt,Stany Zjednoczone,f,02:25:00,1962,f
146,La belva del secolo,Stuart Heisler,Stany Zjednoczone,f,01:47:00,1962,t
147,I figli del capitano Grant,Robert Stevenson,Stany Zjednoczone,f,01:38:00,1962,t
148,L'ammazzagiganti,Nathan Juran,Stany Zjednoczone,f,01:34:00,1962,f
149,Il gladiatore di Roma,Mario Costa,Wlochy,f,01:40:00,1962,t
150,L'ira di Achille,Marino Girolami,Wlochy,f,01:58:00,1962,t
151,Kuro no tesuto kâ,Yasuzô Masumura,Japonia,f,01:35:00,1962,t
152,Il giorno più lungo,"Ken Annakin, Andrew Marton",Stany Zjednoczone,f,02:58:00,1962,t
153,La mia geisha,Jack Cardiff,Stany Zjednoczone,f,01:59:00,1962,t
154,Il giorno dopo la fine del mondo,Ray Milland,Stany Zjednoczone,f,01:33:00,1962,t
155,Tu vivrai,Leslie Norman,Wielka Brytania,f,01:56:00,1962,f
156,Sette allegri cadaveri,Pat Jackson,Wielka Brytania,f,01:27:00,1961,t
157,Il fantasma dell'opera,Terence Fisher,Wielka Brytania,f,01:24:00,1962,t
158,I pirati del fiume rosso,John Gilling,Wielka Brytania,f,01:27:00,1962,t
159,Nils Holgerssons underbara resa,Kenne Fant,Szwecja,f,01:35:00,1962,t
160,Sepolto vivo,Roger Corman,Stany Zjednoczone,f,01:21:00,1962,t
161,Apache in agguato,Harry Keller,Stany Zjednoczone,f,01:20:00,1962,t
162,La strada a spirale,Robert Mulligan,Stany Zjednoczone,f,02:19:00,1962,f
163,The Gift,,Wielka Brytania,t,,2019,f
164,I racconti del terrore,Roger Corman,Stany Zjednoczone,f,01:29:00,1962,t
165,Serena,Peter Maxwell,Wielka Brytania,f,01:00:00,1962,t
166,Rosmunda e Alboino,Carlo Campogalliani,Wlochy,f,01:36:00,1961,t
167,Sanjuro,Akira Kurosawa,Japonia,f,01:36:00,1962,f
168,Per un pugno di donne,Norman Taurog,Stany Zjednoczone,f,01:30:00,1965,t
169,Missione in oriente - Il brutto americano,George Englund,Stany Zjednoczone,f,02:00:00,1963,t
170,Wild Guitar,Ray Dennis Steckler,Stany Zjednoczone,f,01:32:00,1962,t
171,Free Rein,,Hiszpania,t,,2017,t
172,I selvaggi della prateria,Oscar Rudolph,Stany Zjednoczone,f,01:10:00,1962,t
173,Avventura nella fantasia,"Henry Levin, George Pal",Stany Zjednoczone,f,02:15:00,1962,t
174,La storia di Zatoichi,Kenji Misumi,Japonia,f,01:36:00,1962,t
175,Vacanze sulla spiaggia,William Asher,Stany Zjednoczone,f,01:41:00,1963,t
176,Capitan Newman,David Miller,Stany Zjednoczone,f,02:06:00,1963,t
177,Il cardinale,Otto Preminger,Stany Zjednoczone,f,02:55:00,1963,t
178,Sciarada,Stanley Donen,Stany Zjednoczone,f,01:53:00,1963,t
179,Una fidanzata per papà,Vincente Minnelli,Stany Zjednoczone,f,01:58:00,1963,f
180,Billy il bugiardo,John Schlesinger,Wielka Brytania,f,01:38:00,1963,t
181,Tamburi d'Africa,James B. Clark,Stany Zjednoczone,f,01:32:00,1963,t
182,La veglia delle aquile,Delbert Mann,Stany Zjednoczone,f,01:55:00,1963,f
183,Musetta alla conquista di Parigi,Abe Levitow,Stany Zjednoczone,f,01:25:00,1962,t
184,The indian: la prova del coraggio,Norman Foster,Stany Zjednoczone,f,01:31:00,1965,t
185,"A 007, dalla Russia con amore",Terence Young,Wielka Brytania,f,01:55:00,1963,t
186,Cacciatori di donne,Roy Rowland,Wielka Brytania,f,01:38:00,1963,t
187,Così bella così sola così morta,Michael Truman,Wielka Brytania,f,01:34:00,1963,f
188,The Horror of It All,Terence Fisher,Wielka Brytania,f,01:15:00,1964,t
189,Il boia di Venezia,Luigi Capuano,Wlochy,f,01:30:00,1963,f
190,Gangsterzy i filantropi,"Jerzy Hoffman, Edward Skórzewski",Polska,f,01:22:00,1963,t
191,Gojuman-nin no isan,Toshirô Mifune,Japonia,f,01:37:00,1963,t
192,Frøken Nitouche,Annelise Reenberg,Dania,f,01:44:00,1963,t
193,Bionde rosse brune...,Norman Taurog,Stany Zjednoczone,f,01:45:00,1963,t
194,I re del sole,J. Lee Thompson,Stany Zjednoczone,f,01:48:00,1963,f
195,McLintock,Andrew V. McLaglen,Stany Zjednoczone,f,02:07:00,1963,t
196,L'ultimo treno da Vienna,Arthur Hiller,Stany Zjednoczone,f,01:58:00,1963,t
197,Le folli notti del dottor Jerryll,Jerry Lewis,Stany Zjednoczone,f,01:47:00,1963,t
198,Il signore delle mosche,Peter Brook,Wielka Brytania,f,01:32:00,1963,t
199,Mani sulla luna,Richard Lester,Wielka Brytania,f,01:22:00,1963,t
200,Matango il mostro,Ishirô Honda,Japonia,f,01:29:00,1963,t
201,Pt 109 posto di combattimento,Leslie H. Martinson,Stany Zjednoczone,f,02:20:00,1963,t
202,La pantera rosa,Blake Edwards,Stany Zjednoczone,f,01:55:00,1963,f
203,Intrigo a Stoccolma,Mark Robson,Stany Zjednoczone,f,02:14:00,1963,t
204,"Promesse, promesse",King Donovan,Stany Zjednoczone,f,01:15:00,1963,t
205,Gli avamposti della gloria,Robert Totten,Stany Zjednoczone,f,01:32:00,1963,f
206,I temerari del West,Herschel Daugherty,Stany Zjednoczone,f,01:15:00,1963,t
207,La spada nella roccia,"Wolfgang Reitherman, Clyde Geronimi",Stany Zjednoczone,f,01:19:00,1963,f
208,L'esperimento del dottor Zagros,Sidney Salkow,Stany Zjednoczone,f,02:00:00,1963,t
209,7 giorni di fifa,Alan Rafkin,Stany Zjednoczone,f,01:30:00,1966,f
210,Le 7 facce del Dr. Lao,George Pal,Stany Zjednoczone,f,01:40:00,1964,t
211,Ursus nella terra di fuoco,Giorgio Simonelli,Wlochy,f,01:30:00,1963,t
212,Masha and the Bear,,Szwecja,t,,2009,t
213,Zbrodniarz i panna,Janusz Nasfeter,Polska,f,01:20:00,1963,t
214,Anatomia di un rapimento,Akira Kurosawa,Japonia,f,01:48:00,1963,f
215,Il piccolo principe e il drago a otto teste,Yûgo Serikawa,Japonia,f,01:26:00,1963,t
216,Zatôichi kyôjô-tabi,Tokuzô Tanaka,Japonia,f,01:26:00,1963,t
217,"Tempo di guerra, tempo d'amore",Arthur Hiller,Stany Zjednoczone,f,01:55:00,1964,t
218,Bikini Beach,William Asher,Stany Zjednoczone,f,01:39:00,1964,t
219,Il grande sentiero,John Ford,Stany Zjednoczone,f,02:34:00,1964,f
220,Chi giace nella mia bara?,Paul Henreid,Stany Zjednoczone,f,01:56:00,1964,t
221,"Ehi Cesare, vai da Cleopatra? Hai chiuso...",Gerald Thomas,Wielka Brytania,f,01:32:00,1964,f
222,To homa vaftike kokkino,Vasilis Georgiadis,Grecja,f,02:10:00,1965,t
223,Emil e i detectives,Peter Tewksbury,Stany Zjednoczone,f,01:39:00,1964,t
224,Una nave tutta matta,Joshua Logan,Stany Zjednoczone,f,01:44:00,1964,t
225,La caduta dell'impero romano,Anthony Mann,Stany Zjednoczone,f,03:08:00,1964,t
226,The Fat Black Pussycat,Harold Lea,Stany Zjednoczone,f,01:34:00,1963,f
227,Destino in agguato,Ralph Nelson,Stany Zjednoczone,f,01:46:00,1964,t
228,Il gran lupo chiama,Ralph Nelson,Stany Zjednoczone,f,01:58:00,1964,t
229,Il ballo delle pistole,R.G. Springsteen,Stany Zjednoczone,f,01:24:00,1964,t
230,Madame P... e le sue ragazze,Russell Rouse,Stany Zjednoczone,f,01:38:00,1964,f
231,"Piano... piano, dolce Carlotta",Robert Aldrich,Stany Zjednoczone,f,02:13:00,1964,t
232,Do You Know This Voice?,Frank Nesbitt,Wielka Brytania,f,01:20:00,1964,t
233,Tutti per uno,Richard Lester,Wielka Brytania,f,01:27:00,1964,t
234,Hysteria,Freddie Francis,Wielka Brytania,f,01:25:00,1965,t
235,Daydream,Tetsuji Takechi,Japonia,f,01:32:00,1964,t
236,Vorrei non essere ricca!,Jack Smight,Stany Zjednoczone,f,01:36:00,1964,f
237,L'ammiraglio è uno strano pesce,"Arthur Lubin, Gerry Chiniquy",Stany Zjednoczone,f,01:39:00,1964,f
238,La gatta con la frusta,Douglas Heyes,Stany Zjednoczone,f,01:23:00,1964,t
239,Gli impetuosi,Jack Arnold,Stany Zjednoczone,f,01:35:00,1964,f
240,Marnie,Alfred Hitchcock,Stany Zjednoczone,f,02:10:00,1964,t
241,Mary Poppins,Robert Stevenson,Stany Zjednoczone,f,02:19:00,1964,t
242,Le disavventure di Merlin Jones,Robert Stevenson,Stany Zjednoczone,f,01:31:00,1964,t
243,Giallo a Creta,James Neilson,Stany Zjednoczone,f,01:58:00,1964,t
244,My Fair Lady,George Cukor,Stany Zjednoczone,f,02:50:00,1964,t
245,Assassinio a bordo,George Pollock,Wielka Brytania,f,01:33:00,1964,t
246,Assassinio sul palcoscenico,George Pollock,Wielka Brytania,f,01:30:00,1964,t
247,Kwaidan - Storie di fantasmi,Masaki Kobayashi,Japonia,f,03:03:00,1964,f
248,Passi nella notte,William Castle,Stany Zjednoczone,f,01:26:00,1964,t
249,Mentre Adamo dorme,Jean Negulesco,Stany Zjednoczone,f,01:47:00,1964,t
250,Ride the Wild Surf,"Don Taylor, Phil Karlson",Stany Zjednoczone,f,01:41:00,1964,t
251,Grand Hotel,,Niemcy,t,,2011,t
252,I 4 di Chicago,Gordon Douglas,Stany Zjednoczone,f,02:03:00,1964,t
253,Il cantante del luna park,John Rich,Stany Zjednoczone,f,01:41:00,1964,f
254,Your Cheatin' Heart,Gene Nelson,Stany Zjednoczone,f,01:39:00,1964,f
255,Cinque per la gloria,Roger Corman,Stany Zjednoczone,f,01:35:00,1964,t
256,Non mandarmi fiori!,Norman Jewison,Stany Zjednoczone,f,01:40:00,1964,t
257,Elettroshock,Denis Sanders,Stany Zjednoczone,f,01:34:00,1964,t
258,Sinderella and the Golden Bra,Loel Minardi,Stany Zjednoczone,f,01:21:00,1964,t
259,Psyche 59,Alexander Singer,Wielka Brytania,f,01:34:00,1964,t
260,Smokescreen,Jim O'Connolly,Wielka Brytania,f,01:10:00,1964,t
261,San daikaijû: Chikyû saidai no kessen,Ishirô Honda,Japonia,f,01:33:00,1964,f
262,La spia dai due volti,John Newland,Stany Zjednoczone,f,01:28:00,1965,t
263,5.000 dollari vivo o morto,R.G. Springsteen,Stany Zjednoczone,f,01:25:00,1964,t
264,The Thrill Killers,Ray Dennis Steckler,Stany Zjednoczone,f,01:10:00,1964,f
265,Topkapi,Jules Dassin,Stany Zjednoczone,f,02:00:00,1964,t
266,Wonderful Life,Sidney J. Furie,Wielka Brytania,f,01:53:00,1964,t
267,Zulu,Cy Endfield,Wielka Brytania,f,02:18:00,1964,t
268,Zona dla Australijczyka,Stanislaw Bareja,Polska,f,01:24:00,1964,t
269,"Tjorven, Båtsman och Moses",Olle Hellbom,Szwecja,f,01:32:00,1964,t
270,Il colpo segreto di Bruce Lee,Joseph Velasco,Hong Kong,f,01:31:00,1976,t
271,Il tormento e l'estasi,Carol Reed,Stany Zjednoczone,f,02:18:00,1965,t
272,Una sirena sulla spiaggia,William Asher,Stany Zjednoczone,f,01:38:00,1965,t
273,Billie,Don Weis,Stany Zjednoczone,f,01:27:00,1965,t
274,L'affare Blindfold,Philip Dunne,Stany Zjednoczone,f,01:42:00,1966,t
275,Lonesome Cowboys,"Andy Warhol, Paul Morrissey",Stany Zjednoczone,f,01:49:00,1968,f
276,Cat Ballou,Elliot Silverstein,Stany Zjednoczone,f,01:37:00,1965,t
277,"Clarence, il leone strabico",Andrew Marton,Stany Zjednoczone,f,01:38:00,1965,t
278,Bunny Lake è scomparsa,Otto Preminger,Wielka Brytania,f,01:47:00,1965,t
279,Colpo grosso a Manila,Jun Fukuda,Japonia,f,01:33:00,1965,t
280,Esperimento IS: il mondo si frantuma,Andrew Marton,Stany Zjednoczone,f,01:36:00,1965,t
281,La grande corsa,Blake Edwards,Stany Zjednoczone,f,02:40:00,1965,t
282,Il massacro dei Sioux,Sidney Salkow,Stany Zjednoczone,f,01:31:00,1965,t
283,Avventura in oriente,Gene Nelson,Stany Zjednoczone,f,01:35:00,1965,t
284,La maledizione della mosca,Don Sharp,Wielka Brytania,f,01:26:00,1965,t
285,Dr. Who and the Daleks,Gordon Flemyng,Wielka Brytania,f,01:22:00,1965,f
286,Gonks Go Beat,Robert Hartford-Davis,Wielka Brytania,f,01:30:00,1964,t
287,Garibaa no uchû ryokô,Yoshio Kuroda,Japonia,f,01:20:00,1965,t
288,Gli occhi degli altri,William Castle,Stany Zjednoczone,f,01:22:00,1965,t
289,Lo strano mondo di Daisy Clover,Robert Mulligan,Stany Zjednoczone,f,02:08:00,1965,f
290,Lemon Grove Kids Meet the Monsters,"Ted Roter, Ray Dennis Steckler",Stany Zjednoczone,f,01:18:00,1968,f
291,Le meravigliose avventure di Chu Min,David Detiege,Stany Zjednoczone,f,01:21:00,1965,t
292,Gli eroi di Telemark,Anthony Mann,Wielka Brytania,f,02:11:00,1965,t
293,Doppio gioco a Scotland Yard,Ken Annakin,Wielka Brytania,f,01:45:00,1963,t
294,Secret service,Lindsay Shonteff,Wielka Brytania,f,01:36:00,1965,f
295,50.000 sterline per tradire,Basil Dearden,Wielka Brytania,f,01:42:00,1965,t
296,La trappola mortale,Burt Kennedy,Stany Zjednoczone,f,01:31:00,1965,t
297,The Monkey's Uncle,Robert Stevenson,Stany Zjednoczone,f,01:27:00,1965,t
298,Il nostro agente Flint,Daniel Mann,Stany Zjednoczone,f,01:48:00,1966,t
299,Operazione Crossbow,Michael Anderson,Wielka Brytania,f,01:55:00,1965,t
300,Rasputin: il monaco folle,Don Sharp,Wielka Brytania,f,01:31:00,1966,t
301,Il processo di Giovanna d'Arco,Robert Bresson,Francja,f,01:05:00,1962,t
302,Stazione 3: top secret,John Sturges,Stany Zjednoczone,f,01:54:00,1965,t
303,"Shenandoah, la valle dell'onore",Andrew V. McLaglen,Stany Zjednoczone,f,01:45:00,1965,t
304,La nave dei folli,Stanley Kramer,Stany Zjednoczone,f,02:29:00,1965,t
305,Teen-Age Strangler,Ben Parker,Stany Zjednoczone,f,01:01:00,1964,t
306,Repulsion,Roman Polanski,Wielka Brytania,f,01:45:00,1965,t
307,Agente 007 - Thunderball: operazione tuono,Terence Young,Wielka Brytania,f,02:10:00,1965,f
308,Il colonnello Von Ryan,Mark Robson,Stany Zjednoczone,f,01:57:00,1965,t
309,Il sadico,Joseph Cates,Stany Zjednoczone,f,01:34:00,1965,t
310,The Wizard of Mars,David L. Hewitt,Stany Zjednoczone,f,01:18:00,1965,t
311,40 fucili al Passo Apache,William Witney,Stany Zjednoczone,f,01:35:00,1967,t
312,La vendetta degli Apache,R.G. Springsteen,Stany Zjednoczone,f,01:30:00,1965,t
313,A sud ovest di Sonora,Sidney J. Furie,Stany Zjednoczone,f,01:38:00,1966,t
314,Una Rolls-Royce gialla,Anthony Asquith,Wielka Brytania,f,02:02:00,1964,t
315,Poirot e il caso Amanda,Frank Tashlin,Wielka Brytania,f,01:30:00,1965,t
316,Zatôichi jigoku tabi,Kenji Misumi,Japonia,f,01:27:00,1965,t
317,Bian cheng san xia,Cheh Chang,Hong Kong,f,01:43:00,1966,t
318,I conquistatori degli abissi,Andrew Marton,Stany Zjednoczone,f,01:50:00,1966,f
319,Beau Geste,Douglas Heyes,Stany Zjednoczone,f,01:43:00,1966,t
320,Billy the Kid Versus Dracula,William Beaudine,Stany Zjednoczone,f,01:14:00,1966,t
321,Combattenti della notte,Melville Shavelson,Stany Zjednoczone,f,02:26:00,1966,t
322,"Cyborg anno 2087 - Metà uomo, metà macchina... programmato per uccidere",Franklin Adreon,Stany Zjednoczone,f,01:26:00,1966,t
